,Store,Department,Periods Available,Additive Model RSME,Additive Model Accuracy,Multiplicative Model RMSE,Mulitplicative Model Accuracy,Additive vs. Multiplicative
2736,34,82,143,1502.68,0.9114,1809.14,0.8934,Additive
2737,34,83,143,444.81,0.8502,463.74,0.8438,Additive
2738,34,85,143,488.55,0.7071,385.01,0.7692,Multiplicative
2739,34,87,143,1392.78,0.8216,1416.3,0.8186,Additive
2740,34,90,143,2110.85,0.9535,1931.52,0.9574,Multiplicative
2741,34,91,143,1610.55,0.9554,1817.48,0.9497,Additive
2742,34,92,143,3327.49,0.9532,3750.21,0.9473,Additive
2743,34,93,143,1721.77,0.9479,1564.68,0.9526,Multiplicative
2744,34,94,143,error,error,error,error,error
2745,34,95,143,5366.38,0.9262,5775.84,0.9206,Additive
2746,34,96,143,1333.86,0.9347,1178.27,0.9423,Multiplicative
2747,34,97,143,928.27,0.9503,983.69,0.9473,Additive
2748,34,98,143,862.2,0.8853,930.11,0.8763,Additive
2749,34,99,37,error,error,error,error,error
2750,34,39,0,error,error,error,error,error
2751,34,50,0,error,error,error,error,error
2752,34,43,0,error,error,error,error,error
2753,34,65,143,12567.37,0.7399,19822.27,0.5898,Additive
2754,35,1,143,6764.27,0.5454,6494.71,0.5635,Multiplicative
2755,35,2,143,15178.68,0.677,9340.79,0.8012,Multiplicative
2756,35,3,143,8347.85,0.5253,16209.34,0.0783,Additive
2757,35,4,143,9032.1,0.5085,5958.36,0.6757,Multiplicative
2758,35,5,143,6393.77,0.6115,5270.7,0.6798,Multiplicative
2759,35,6,143,2489.16,0.4027,1603.49,0.6152,Multiplicative
2760,35,7,143,6463.9,0.7367,23023.78,0.0622,Additive
2761,35,8,143,7412.53,0.5854,3946.32,0.7793,Multiplicative
2762,35,9,143,4210.74,0.7447,5203.48,0.6846,Additive
2763,35,10,143,2693.53,0.8135,2045.72,0.8584,Multiplicative
2764,35,11,143,9743.79,0.4906,9790.04,0.4882,Additive
2765,35,12,143,659.61,0.6797,513.26,0.7508,Multiplicative
2766,35,13,143,15408.73,0.5149,8502.83,0.7323,Multiplicative
2767,35,14,143,18294.29,0.2752,7956.75,0.6847,Multiplicative
2768,35,16,143,5046.68,0.3012,7161.44,0.0084,Additive
2769,35,17,143,5128.69,0.653,2317.82,0.8432,Multiplicative
2770,35,18,128,error,error,error,error,error
2771,35,19,10,error,error,error,error,error
2772,35,20,143,4679.53,0.5768,1505.88,0.8638,Multiplicative
2773,35,21,143,552.66,0.8286,435.25,0.865,Multiplicative
2774,35,22,143,6269.73,0.6765,2927.48,0.849,Multiplicative
2775,35,23,143,7014.83,0.8133,5902.95,0.8429,Multiplicative
2776,35,24,143,7142.67,0.3312,4981.35,0.5335,Multiplicative
2777,35,25,143,2568.38,0.8208,1537.07,0.8927,Multiplicative
2778,35,26,143,2778.29,0.7733,2303.64,0.812,Multiplicative
2779,35,27,143,208.59,0.8578,221.25,0.8492,Additive
2780,35,28,143,error,error,error,error,error
2781,35,29,143,1993.32,0.7456,1652.35,0.7891,Multiplicative
2782,35,30,143,1969.13,0.6481,625.63,0.8882,Multiplicative
2783,35,31,143,1733.67,0.5957,1491.54,0.6521,Multiplicative
2784,35,32,143,1333.04,0.7884,4894.0,0.2232,Additive
2785,35,33,143,5997.2,0.3941,2808.2,0.7163,Multiplicative
2786,35,34,143,11827.13,0.5753,5189.03,0.8137,Multiplicative
2787,35,35,143,840.48,0.6984,602.24,0.7839,Multiplicative
2788,35,36,143,2339.44,0.2489,4261.24,-0.368,Additive
2789,35,37,0,error,error,error,error,error
2790,35,38,143,4873.76,0.8672,5354.91,0.8541,Additive
2791,35,40,143,19143.08,0.4609,10276.72,0.7106,Multiplicative
2792,35,41,143,499.12,0.67,18502.72,-11.2334,Additive
2793,35,42,143,1298.04,0.8281,1013.78,0.8658,Multiplicative
2794,35,44,143,923.41,0.4817,394.7,0.7785,Multiplicative
2795,35,45,4,error,error,error,error,error
2796,35,46,143,5653.7,0.6575,3884.92,0.7647,Multiplicative
2797,35,47,36,error,error,error,error,error
2798,35,48,0,error,error,error,error,error
2799,35,49,57,error,error,error,error,error
2800,35,51,85,error,error,error,error,error
2801,35,52,143,682.23,0.54,550.73,0.6286,Multiplicative
2802,35,54,136,error,error,error,error,error
2803,35,55,143,9628.24,-0.3414,2587.83,0.6395,Multiplicative
2804,35,56,136,error,error,error,error,error
2805,35,58,140,error,error,error,error,error
2806,35,59,136,error,error,error,error,error
2807,35,60,143,39.41,0.5043,47.66,0.4006,Additive
2808,35,67,143,2595.4,0.5142,2037.14,0.6187,Multiplicative
2809,35,71,143,1746.59,0.8359,2967.07,0.7213,Additive
2810,35,72,143,75524.97,-0.0874,37895.03,0.4544,Multiplicative
2811,35,74,143,6013.03,0.6993,3039.45,0.848,Multiplicative
2812,35,77,5,error,error,error,error,error
2813,35,78,5,error,error,error,error,error
2814,35,79,143,10186.04,0.5828,5827.43,0.7613,Multiplicative
2815,35,80,134,error,error,error,error,error
2816,35,81,143,3199.42,0.5082,1565.11,0.7594,Multiplicative
2817,35,82,143,2493.06,0.7723,3877.39,0.6458,Additive
2818,35,83,143,1779.58,-0.0505,32181.22,-17.9974,Additive
2819,35,85,143,1013.79,0.3946,429.77,0.7434,Multiplicative
2820,35,87,143,8027.89,0.3662,5088.92,0.5983,Multiplicative
2821,35,90,143,4200.86,0.6736,2223.25,0.8272,Multiplicative
2822,35,91,143,4231.55,0.4038,2021.65,0.7152,Multiplicative
2823,35,92,143,15599.95,0.5395,7659.38,0.7739,Multiplicative
2824,35,93,143,667.8,0.5971,699.33,0.5781,Additive
2825,35,94,92,error,error,error,error,error
2826,35,95,143,11005.39,0.7461,7881.91,0.8181,Multiplicative
2827,35,96,12,error,error,error,error,error
2828,35,97,143,3037.74,0.1537,1612.74,0.5507,Multiplicative
2829,35,98,118,error,error,error,error,error
2830,35,99,0,error,error,error,error,error
2831,35,39,0,error,error,error,error,error
2832,35,50,0,error,error,error,error,error
2833,35,43,0,error,error,error,error,error
2834,35,65,0,error,error,error,error,error
2835,36,1,143,502.18,0.7778,476.57,0.7892,Multiplicative
2836,36,2,143,1384.4,0.889,685.44,0.945,Multiplicative
2837,36,3,143,487.36,0.08,643.38,-0.2145,Additive
2838,36,4,143,1174.6,0.8551,1257.45,0.8449,Additive
2839,36,5,113,error,error,error,error,error
2840,36,6,19,error,error,error,error,error
2841,36,7,143,177.01,0.6041,181.74,0.5935,Additive
2842,36,8,143,471.18,0.8572,625.59,0.8104,Additive
2843,36,9,92,error,error,error,error,error
2844,36,10,143,99.0,0.5952,2220.58,-8.0802,Additive
2845,36,11,142,356.36,-0.3549,149.75,0.4306,Multiplicative
2846,36,12,129,19.57,0.5891,20.21,0.5756,Additive
2847,36,13,143,771.62,0.9297,495.44,0.9549,Multiplicative
2848,36,14,143,302.51,0.7667,226.28,0.8255,Multiplicative
2849,36,16,143,292.2,0.467,180.69,0.6704,Multiplicative
2850,36,17,143,81.56,0.6635,62.03,0.744,Multiplicative
2851,36,18,89,error,error,error,error,error
2852,36,19,0,error,error,error,error,error
2853,36,20,141,62.52,-0.8926,42.15,-0.276,Multiplicative
2854,36,21,143,42.27,0.7777,37.29,0.8039,Multiplicative
2855,36,22,19,error,error,error,error,error
2856,36,23,18,error,error,error,error,error
2857,36,24,5,error,error,error,error,error
2858,36,25,112,error,error,error,error,error
2859,36,26,143,239.33,-0.2375,776.76,-3.0165,Additive
2860,36,27,0,error,error,error,error,error
2861,36,28,0,error,error,error,error,error
2862,36,29,1,error,error,error,error,error
2863,36,30,0,error,error,error,error,error
2864,36,31,43,error,error,error,error,error
2865,36,32,16,error,error,error,error,error
2866,36,33,3,error,error,error,error,error
2867,36,34,5,error,error,error,error,error
2868,36,35,0,error,error,error,error,error
2869,36,36,1,error,error,error,error,error
2870,36,37,0,error,error,error,error,error
2871,36,38,143,error,error,error,error,error
2872,36,40,143,920.52,0.9081,700.52,0.9301,Multiplicative
2873,36,41,11,error,error,error,error,error
2874,36,42,130,40.4,0.5922,37.87,0.6177,Multiplicative
2875,36,44,16,error,error,error,error,error
2876,36,45,0,error,error,error,error,error
2877,36,46,143,224.34,0.9014,331.7,0.8542,Additive
2878,36,47,0,error,error,error,error,error
2879,36,48,0,error,error,error,error,error
2880,36,49,2,error,error,error,error,error
2881,36,51,0,error,error,error,error,error
2882,36,52,35,error,error,error,error,error
2883,36,54,0,error,error,error,error,error
2884,36,55,126,error,error,error,error,error
2885,36,56,26,error,error,error,error,error
2886,36,58,0,error,error,error,error,error
2887,36,59,75,error,error,error,error,error
2888,36,60,143,84.33,0.2376,100.26,0.0936,Additive
2889,36,67,143,193.82,0.6548,170.59,0.6961,Multiplicative
2890,36,71,1,error,error,error,error,error
2891,36,72,11,error,error,error,error,error
2892,36,74,143,385.89,0.2553,185.07,0.6429,Multiplicative
2893,36,77,0,error,error,error,error,error
2894,36,78,0,error,error,error,error,error
2895,36,79,143,3165.06,0.7959,2971.5,0.8084,Multiplicative
2896,36,80,143,2728.64,0.8301,1095.37,0.9318,Multiplicative
2897,36,81,143,1597.88,0.846,913.07,0.912,Multiplicative
2898,36,82,143,658.01,0.8643,682.73,0.8592,Additive
2899,36,83,143,5573.53,-1.7755,855.25,0.5741,Multiplicative
2900,36,85,2,error,error,error,error,error
2901,36,87,119,134.37,0.1676,123.67,0.2339,Multiplicative
2902,36,90,143,3187.43,0.8858,1420.15,0.9491,Multiplicative
2903,36,91,143,1467.52,0.8484,807.15,0.9166,Multiplicative
2904,36,92,143,6970.57,0.7917,2142.23,0.936,Multiplicative
2905,36,93,143,4733.74,0.6971,2943.69,0.8116,Multiplicative
2906,36,94,143,11529.96,0.6558,4850.43,0.8552,Multiplicative
2907,36,95,143,12232.02,0.6581,10324.35,0.7114,Multiplicative
2908,36,96,143,6826.52,0.5254,3785.82,0.7368,Multiplicative
2909,36,97,143,1460.39,0.7299,1586.5,0.7066,Additive
2910,36,98,143,1566.65,0.7363,706.02,0.8812,Multiplicative
2911,36,99,1,error,error,error,error,error
2912,36,39,0,error,error,error,error,error
2913,36,50,0,error,error,error,error,error
2914,36,43,0,error,error,error,error,error
2915,36,65,0,error,error,error,error,error
2916,37,1,143,2053.89,0.8113,2050.7,0.8116,Multiplicative
2917,37,2,143,1641.35,0.9041,1073.46,0.9373,Multiplicative
2918,37,3,143,709.46,0.4828,692.35,0.4952,Multiplicative
2919,37,4,143,1052.6,0.9406,870.67,0.9508,Multiplicative
2920,37,5,143,497.07,0.4873,489.66,0.4949,Multiplicative
2921,37,6,135,error,error,error,error,error
2922,37,7,143,294.93,0.6637,325.74,0.6286,Additive
2923,37,8,143,1277.71,0.9243,1234.8,0.9268,Multiplicative
2924,37,9,142,101.34,0.4052,83.03,0.5127,Multiplicative
2925,37,10,143,error,error,error,error,error
2926,37,11,143,350.66,0.7984,345.66,0.8012,Multiplicative
2927,37,12,143,67.01,0.7228,107.17,0.5566,Additive
2928,37,13,143,615.27,0.964,918.1,0.9462,Additive
2929,37,14,143,275.0,0.8011,244.52,0.8231,Multiplicative
2930,37,16,143,353.21,0.8523,369.16,0.8456,Additive
2931,37,17,143,71.75,0.798,254.38,0.2838,Additive
2932,37,18,84,error,error,error,error,error
2933,37,19,0,error,error,error,error,error
2934,37,20,71,error,error,error,error,error
2935,37,21,143,373.29,0.7831,336.99,0.8042,Multiplicative
2936,37,22,31,error,error,error,error,error
2937,37,23,87,error,error,error,error,error
2938,37,24,18,error,error,error,error,error
2939,37,25,143,37.61,0.5711,39.11,0.5541,Additive
2940,37,26,18,error,error,error,error,error
2941,37,27,83,error,error,error,error,error
2942,37,28,143,49.21,0.4142,35.31,0.5796,Multiplicative
2943,37,29,0,error,error,error,error,error
2944,37,30,0,error,error,error,error,error
2945,37,31,142,233.9,-0.794,1130.51,-7.6709,Additive
2946,37,32,33,error,error,error,error,error
2947,37,33,9,error,error,error,error,error
2948,37,34,0,error,error,error,error,error
2949,37,35,0,error,error,error,error,error
2950,37,36,0,error,error,error,error,error
2951,37,37,0,error,error,error,error,error
2952,37,38,143,10245.71,0.8427,8242.01,0.8735,Multiplicative
2953,37,40,143,error,error,error,error,error
2954,37,41,3,error,error,error,error,error
2955,37,42,143,63.88,0.5337,77.14,0.437,Additive
2956,37,44,17,error,error,error,error,error
2957,37,45,0,error,error,error,error,error
2958,37,46,143,767.55,0.9135,884.26,0.9004,Additive
2959,37,47,0,error,error,error,error,error
2960,37,48,0,error,error,error,error,error
2961,37,49,45,error,error,error,error,error
2962,37,51,0,error,error,error,error,error
2963,37,52,143,34.41,-0.1013,234583036144.39,-7508672386.4032,Additive
2964,37,54,0,error,error,error,error,error
2965,37,55,18,error,error,error,error,error
2966,37,56,116,error,error,error,error,error
2967,37,58,0,error,error,error,error,error
2968,37,59,143,115.56,-0.366,195.19,-1.3073,Additive
2969,37,60,143,158.54,0.7757,147.03,0.792,Multiplicative
2970,37,67,143,728.22,0.7226,777.56,0.7038,Additive
2971,37,71,2,error,error,error,error,error
2972,37,72,143,error,error,error,error,error
2973,37,74,143,170.51,0.767,211.47,0.711,Additive
2974,37,77,0,error,error,error,error,error
2975,37,78,0,error,error,error,error,error
2976,37,79,143,894.77,0.882,857.03,0.887,Multiplicative
2977,37,80,143,783.55,0.9295,601.93,0.9459,Multiplicative
2978,37,81,143,374.26,0.9653,408.21,0.9621,Additive
2979,37,82,143,794.3,0.8727,885.52,0.8581,Additive
2980,37,83,143,461.92,0.8007,310.73,0.8659,Multiplicative
2981,37,85,143,error,error,error,error,error
2982,37,87,143,245.42,0.803,256.46,0.7941,Additive
2983,37,90,143,3336.47,0.9251,3426.99,0.9231,Additive
2984,37,91,143,1178.52,0.9624,1484.76,0.9526,Additive
2985,37,92,143,1686.38,0.9716,1826.68,0.9692,Additive
2986,37,93,143,1348.92,0.9409,1310.23,0.9426,Multiplicative
2987,37,94,143,2082.21,0.9401,2423.06,0.9303,Additive
2988,37,95,143,2314.12,0.9567,2378.79,0.9555,Additive
2989,37,96,143,1285.21,0.9383,1102.54,0.9471,Multiplicative
2990,37,97,143,577.25,0.9591,619.2,0.9561,Additive
2991,37,98,143,527.4,0.8938,609.54,0.8773,Additive
2992,37,99,3,error,error,error,error,error
2993,37,39,0,error,error,error,error,error
2994,37,50,0,error,error,error,error,error
2995,37,43,0,error,error,error,error,error
2996,37,65,0,error,error,error,error,error
2997,38,1,143,2999.37,0.5967,3682.97,0.5048,Additive
2998,38,2,143,error,error,error,error,error
2999,38,3,143,334.19,0.3928,605.67,-0.1005,Additive
3000,38,4,143,1035.98,0.9103,1459.84,0.8736,Additive
3001,38,5,143,393.08,-0.4099,1011.84,-2.6293,Additive
3002,38,6,138,error,error,error,error,error
3003,38,7,143,170.72,0.5775,313.93,0.2232,Additive
3004,38,8,143,485.77,0.9529,665.25,0.9354,Additive
3005,38,9,143,58.49,0.43,59.0,0.425,Additive
3006,38,10,143,85.17,0.7703,88.16,0.7622,Additive
3007,38,11,143,211.18,0.7291,413.18,0.4699,Additive
3008,38,12,143,48.34,0.2897,88.63,-0.3022,Additive
3009,38,13,143,958.69,0.9097,686.32,0.9354,Multiplicative
3010,38,14,143,350.1,0.6327,222.11,0.767,Multiplicative
3011,38,16,143,219.21,0.748,222.36,0.7444,Additive
3012,38,17,143,216.18,0.5194,414.64,0.0783,Additive
3013,38,18,91,error,error,error,error,error
3014,38,19,0,error,error,error,error,error
3015,38,20,86,error,error,error,error,error
3016,38,21,143,164.71,0.8375,149.24,0.8528,Multiplicative
3017,38,22,36,error,error,error,error,error
3018,38,23,106,error,error,error,error,error
3019,38,24,31,error,error,error,error,error
3020,38,25,143,error,error,error,error,error
3021,38,26,53,error,error,error,error,error
3022,38,27,65,error,error,error,error,error
3023,38,28,143,53.8,0.1603,24.9,0.6114,Multiplicative
3024,38,29,12,error,error,error,error,error
3025,38,30,0,error,error,error,error,error
3026,38,31,119,113.28,-0.6836,120.54,-0.7915,Additive
3027,38,32,130,91.78,-0.5895,132.1,-1.2879,Additive
3028,38,33,32,error,error,error,error,error
3029,38,34,14,error,error,error,error,error
3030,38,35,1,error,error,error,error,error
3031,38,36,0,error,error,error,error,error
3032,38,37,0,error,error,error,error,error
3033,38,38,143,13073.93,0.8236,14426.6,0.8053,Additive
3034,38,40,143,1121.0,0.9351,1074.81,0.9377,Multiplicative
3035,38,41,0,error,error,error,error,error
3036,38,42,143,40.95,0.6317,47.66,0.5713,Additive
3037,38,44,54,error,error,error,error,error
3038,38,45,0,error,error,error,error,error
3039,38,46,143,error,error,error,error,error
3040,38,47,0,error,error,error,error,error
3041,38,48,0,error,error,error,error,error
3042,38,49,30,error,error,error,error,error
3043,38,51,0,error,error,error,error,error
3044,38,52,143,13.6,0.2359,21.3,-0.1963,Additive
3045,38,54,0,error,error,error,error,error
3046,38,55,8,error,error,error,error,error
3047,38,56,69,error,error,error,error,error
3048,38,58,0,error,error,error,error,error
3049,38,59,140,error,error,error,error,error
3050,38,60,143,129.9,0.6628,137.41,0.6433,Additive
3051,38,67,143,298.39,0.65,356.77,0.5815,Additive
3052,38,71,0,error,error,error,error,error
3053,38,72,143,113.01,0.4997,117.92,0.4779,Additive
3054,38,74,143,100.16,0.7492,240.0,0.3991,Additive
3055,38,77,0,error,error,error,error,error
3056,38,78,0,error,error,error,error,error
3057,38,79,143,811.7,0.9117,804.58,0.9124,Multiplicative
3058,38,80,143,654.38,0.9433,663.96,0.9424,Additive
3059,38,81,143,573.85,0.9481,540.55,0.9511,Multiplicative
3060,38,82,143,942.85,0.8427,1241.95,0.7929,Additive
3061,38,83,143,348.55,0.8616,356.49,0.8584,Additive
3062,38,85,140,47.21,0.2391,64.91,-0.0464,Additive
3063,38,87,143,282.18,0.5926,242.07,0.6506,Multiplicative
3064,38,90,143,3615.14,0.9031,3383.61,0.9093,Multiplicative
3065,38,91,143,2367.62,0.9147,2705.84,0.9025,Additive
3066,38,92,143,5001.5,0.8967,4951.53,0.8977,Multiplicative
3067,38,93,143,2787.77,0.8632,3388.3,0.8338,Additive
3068,38,94,143,1776.39,0.9266,2074.43,0.9143,Additive
3069,38,95,143,2746.89,0.9408,3388.32,0.9269,Additive
3070,38,96,143,982.62,0.9285,931.42,0.9322,Multiplicative
3071,38,97,143,716.1,0.9318,749.08,0.9287,Additive
3072,38,98,143,error,error,error,error,error
3073,38,99,1,error,error,error,error,error
3074,38,39,0,error,error,error,error,error
3075,38,50,0,error,error,error,error,error
3076,38,43,0,error,error,error,error,error
3077,38,65,0,error,error,error,error,error
3078,39,1,143,13089.11,0.4266,14757.4,0.3536,Additive
3079,39,2,143,9090.27,0.8783,6919.29,0.9073,Multiplicative
3080,39,3,143,error,error,error,error,error
3081,39,4,143,2947.93,0.941,3229.05,0.9354,Additive
3082,39,5,143,error,error,error,error,error
3083,39,6,143,1781.43,0.485,1595.74,0.5387,Multiplicative
3084,39,7,143,5383.55,0.862,12807.56,0.6716,Additive
3085,39,8,143,1845.18,0.9526,1919.98,0.9507,Additive
3086,39,9,143,error,error,error,error,error
3087,39,10,143,1876.43,0.8965,2206.23,0.8783,Additive
3088,39,11,143,1649.28,0.9295,2212.28,0.9054,Additive
3089,39,12,143,580.9,0.8921,538.53,0.8999,Multiplicative
3090,39,13,143,5376.97,0.9109,4574.88,0.9242,Multiplicative
3091,39,14,143,2248.66,0.8976,2193.09,0.9001,Multiplicative
3092,39,16,143,5258.77,0.8309,13577.79,0.5633,Additive
3093,39,17,143,1435.76,0.8803,1366.53,0.886,Multiplicative
3094,39,18,137,error,error,error,error,error
3095,39,19,33,error,error,error,error,error
3096,39,20,143,1050.46,0.8854,1097.1,0.8803,Additive
3097,39,21,143,1357.51,0.8083,1412.68,0.8005,Additive
3098,39,22,143,1879.83,0.8633,1718.23,0.8751,Multiplicative
3099,39,23,143,1956.03,0.9084,2237.88,0.8952,Additive
3100,39,24,143,1562.41,0.7956,1958.53,0.7437,Additive
3101,39,25,143,1012.65,0.8783,1398.41,0.832,Additive
3102,39,26,143,1242.88,0.8792,1637.62,0.8409,Additive
3103,39,27,143,318.22,0.7794,292.05,0.7976,Multiplicative
3104,39,28,143,141.35,0.7318,135.67,0.7426,Multiplicative
3105,39,29,143,1078.46,0.8293,1541.0,0.756,Additive
3106,39,30,143,767.03,0.8287,626.45,0.8601,Multiplicative
3107,39,31,143,error,error,error,error,error
3108,39,32,143,1181.34,0.801,857.75,0.8555,Multiplicative
3109,39,33,143,1002.76,0.8678,1030.88,0.8641,Additive
3110,39,34,143,1569.91,0.9178,1865.69,0.9023,Additive
3111,39,35,143,414.81,0.7927,410.8,0.7947,Multiplicative
3112,39,36,143,674.96,0.7581,957.7,0.6567,Additive
3113,39,37,0,error,error,error,error,error
3114,39,38,143,8286.66,0.8297,8653.27,0.8222,Additive
3115,39,40,143,2560.04,0.9616,2654.77,0.9602,Additive
3116,39,41,143,632.86,0.5246,1592.3,-0.1961,Additive
3117,39,42,143,869.06,0.7936,1316.16,0.6874,Additive
3118,39,44,143,515.09,0.8853,520.25,0.8841,Additive
3119,39,45,68,error,error,error,error,error
3120,39,46,143,3554.66,0.9076,3049.53,0.9208,Multiplicative
3121,39,47,10,error,error,error,error,error
3122,39,48,0,error,error,error,error,error
3123,39,49,143,2243.64,0.7424,1968.33,0.7741,Multiplicative
3124,39,51,71,error,error,error,error,error
3125,39,52,143,512.97,0.7292,532.04,0.7191,Additive
3126,39,54,134,error,error,error,error,error
3127,39,55,143,1910.62,0.7733,1434.9,0.8297,Multiplicative
3128,39,56,143,1177.91,0.6161,3877.32,-0.2636,Additive
3129,39,58,143,3460.44,0.0864,5119.32,-0.3515,Additive
3130,39,59,143,254.19,0.0705,74.63,0.7271,Multiplicative
3131,39,60,82,error,error,error,error,error
3132,39,67,143,error,error,error,error,error
3133,39,71,143,1236.76,0.8336,1749.4,0.7646,Additive
3134,39,72,143,18833.37,0.6199,13468.06,0.7282,Multiplicative
3135,39,74,143,1576.42,0.9347,1506.45,0.9376,Multiplicative
3136,39,77,5,error,error,error,error,error
3137,39,78,2,error,error,error,error,error
3138,39,79,143,error,error,error,error,error
3139,39,80,143,762.92,0.9408,874.03,0.9322,Additive
3140,39,81,143,921.25,0.9549,1254.95,0.9385,Additive
3141,39,82,143,3218.81,0.8665,6835.77,0.7166,Additive
3142,39,83,143,749.89,0.878,906.16,0.8526,Additive
3143,39,85,143,398.32,0.7549,567.98,0.6505,Additive
3144,39,87,143,1378.34,0.8374,1530.82,0.8194,Additive
3145,39,90,143,5522.15,0.9345,6649.83,0.9212,Additive
3146,39,91,143,2313.76,0.9636,3033.72,0.9523,Additive
3147,39,92,143,5623.74,0.9538,11011.49,0.9096,Additive
3148,39,93,143,3695.76,0.9158,3088.83,0.9296,Multiplicative
3149,39,94,143,4329.28,0.9345,4066.15,0.9385,Multiplicative
3150,39,95,143,6177.24,0.9461,6953.38,0.9393,Additive
3151,39,96,143,3309.49,0.887,5965.37,0.7963,Additive
3152,39,97,143,1459.26,0.943,1520.46,0.9406,Additive
3153,39,98,143,1104.01,0.8917,1201.03,0.8822,Additive
3154,39,99,41,error,error,error,error,error
3155,39,39,0,error,error,error,error,error
3156,39,50,0,error,error,error,error,error
3157,39,43,0,error,error,error,error,error
3158,39,65,0,error,error,error,error,error
3159,40,1,143,8025.67,0.5428,7911.05,0.5493,Multiplicative
3160,40,2,143,2237.01,0.9174,2769.18,0.8978,Additive
3161,40,3,143,842.32,0.8732,946.34,0.8575,Additive
3162,40,4,143,1741.76,0.9327,1679.39,0.9351,Multiplicative
3163,40,5,143,2607.64,0.7999,3201.37,0.7543,Additive
3164,40,6,143,798.35,0.74,724.99,0.7639,Multiplicative
3165,40,7,143,4051.74,0.7568,4314.87,0.741,Additive
3166,40,8,143,1987.57,0.9438,1943.01,0.945,Multiplicative
3167,40,9,143,2573.25,0.8915,14690.81,0.3805,Additive
3168,40,10,143,error,error,error,error,error
3169,40,11,143,6792.54,0.4926,7458.92,0.4428,Additive
3170,40,12,143,745.91,0.8574,742.96,0.858,Multiplicative
3171,40,13,143,1348.43,0.9385,2685.57,0.8774,Additive
3172,40,14,143,1393.55,0.8749,1739.14,0.8439,Additive
3173,40,16,143,4281.66,0.764,6282.42,0.6537,Additive
3174,40,17,143,812.24,0.8832,804.94,0.8842,Multiplicative
3175,40,18,118,error,error,error,error,error
3176,40,19,3,error,error,error,error,error
3177,40,20,143,789.4,0.7785,882.4,0.7524,Additive
3178,40,21,143,770.27,0.875,739.98,0.8799,Multiplicative
3179,40,22,143,1949.98,0.6779,2526.72,0.5826,Additive
3180,40,23,143,1660.34,0.8849,2388.88,0.8344,Additive
3181,40,24,143,491.95,0.8323,1568.83,0.4652,Additive
3182,40,25,143,2915.97,0.5725,3938.12,0.4227,Additive
3183,40,26,143,572.39,0.8605,535.24,0.8695,Multiplicative
3184,40,27,143,416.58,0.5323,234.33,0.7369,Multiplicative
3185,40,28,143,176.16,0.3493,237.48,0.1228,Additive
3186,40,29,143,499.91,0.8354,485.23,0.8403,Multiplicative
3187,40,30,143,538.15,0.797,473.33,0.8214,Multiplicative
3188,40,31,143,328.0,0.7198,343.42,0.7066,Additive
3189,40,32,143,763.97,0.8162,703.03,0.8309,Multiplicative
3190,40,33,143,1497.76,0.5377,703.67,0.7828,Multiplicative
3191,40,34,143,1667.73,0.7808,1483.7,0.805,Multiplicative
3192,40,35,143,552.97,0.724,600.13,0.7004,Additive
3193,40,36,143,error,error,error,error,error
3194,40,37,143,374.97,0.8283,1226.48,0.4383,Additive
3195,40,38,143,5278.81,0.8618,6351.39,0.8337,Additive
3196,40,40,143,1463.33,0.9585,1730.51,0.9509,Additive
3197,40,41,143,308.4,0.1241,2145.81,-5.0945,Additive
3198,40,42,143,error,error,error,error,error
3199,40,44,143,359.62,0.8819,310.14,0.8982,Multiplicative
3200,40,45,56,error,error,error,error,error
3201,40,46,143,923.26,0.9013,2344.03,0.7493,Additive
3202,40,47,14,error,error,error,error,error
3203,40,48,127,error,error,error,error,error
3204,40,49,71,error,error,error,error,error
3205,40,51,51,error,error,error,error,error
3206,40,52,143,187.5,0.7945,283.92,0.6888,Additive
3207,40,54,133,error,error,error,error,error
3208,40,55,143,889.93,0.8404,1140.6,0.7955,Additive
3209,40,56,143,2130.86,0.6091,2211.32,0.5943,Additive
3210,40,58,107,error,error,error,error,error
3211,40,59,143,error,error,error,error,error
3212,40,60,143,53.01,0.6377,64.25,0.5609,Additive
3213,40,67,143,1655.68,0.7817,1802.45,0.7624,Additive
3214,40,71,143,853.0,0.5461,1018.86,0.4579,Additive
3215,40,72,143,5853.22,0.8151,4706.38,0.8513,Multiplicative
3216,40,74,143,1054.73,0.8964,1022.31,0.8996,Multiplicative
3217,40,77,4,error,error,error,error,error
3218,40,78,2,error,error,error,error,error
3219,40,79,143,1679.63,0.8724,1552.51,0.882,Multiplicative
3220,40,80,143,1393.33,0.9151,1402.42,0.9146,Additive
3221,40,81,143,2449.56,0.8829,1404.65,0.9328,Multiplicative
3222,40,82,143,2350.69,0.8366,2644.37,0.8162,Additive
3223,40,83,143,461.24,0.8266,349.72,0.8685,Multiplicative
3224,40,85,143,764.3,0.5621,548.55,0.6857,Multiplicative
3225,40,87,143,3740.19,0.8491,3382.14,0.8636,Multiplicative
3226,40,90,143,10727.01,0.8265,9082.22,0.8531,Multiplicative
3227,40,91,143,3828.2,0.9109,3852.89,0.9104,Additive
3228,40,92,143,22343.16,0.7776,18283.85,0.818,Multiplicative
3229,40,93,143,4009.39,0.8632,4374.6,0.8508,Additive
3230,40,94,143,3473.07,0.9112,2968.08,0.9241,Multiplicative
3231,40,95,143,error,error,error,error,error
3232,40,96,143,1671.92,0.8991,1332.12,0.9196,Multiplicative
3233,40,97,143,1794.15,0.8977,1697.71,0.9032,Multiplicative
